payment_id,order_id,amount,method,payment_status,payment_date
PM001434,O001497,30953.9,Credit Card,Success,2023-05-25
PM001435,O001498,91741.7,COD,Success,2024-08-12
PM001436,O001499,74770.04,Wallet,Success,2023-07-17
PM001437,O001500,133808.32,Net Banking,Success,2024-03-03
PM001438,O001501,16481.04,Wallet,Success,2023-12-02
PM001439,O001502,28866.21,Credit Card,Success,2024-04-02
PM001440,O001503,81584.34,Wallet,Success,2023-11-06
PM001441,O001504,106792.43,Credit Card,Success,2023-02-12
PM001442,O001505,45264.83,UPI,Success,2023-12-07
PM001443,O001506,100675.94,UPI,Success,2024-05-02
PM001444,O001507,21272.9,Debit Card,Success,2024-01-07
PM001445,O001508,88400.55,Debit Card,Success,2024-01-22
PM001446,O001509,78603.0,UPI,Refunded,2024-09-23
PM001447,O001510,113045.67,Debit Card,Success,2023-05-24
PM001448,O001511,30559.68,Credit Card,Refunded,2024-04-16
PM001449,O001512,59989.49,COD,Success,2024-06-19
PM001450,O001513,70579.62,COD,Refunded,2024-06-10
PM001451,O001514,129899.45,UPI,Success,2024-01-05
PM001452,O001515,53182.25,Net Banking,Refunded,2024-11-03
PM001453,O001516,64475.85,UPI,Success,2023-05-31
PM001454,O001517,8163.24,Net Banking,Pending,2023-05-28
PM001455,O001518,93887.61,Credit Card,Success,2024-07-09
PM001456,O001519,78603.0,Debit Card,Success,2024-07-07
PM001457,O001520,91649.34,UPI,Failed,2024-09-08
PM001458,O001521,44070.48,Credit Card,Success,2024-12-02
PM001459,O001522,41257.85,Wallet,Success,2024-07-13
PM001460,O001523,30921.82,Wallet,Success,2024-02-02
PM001461,O001524,151265.79,Debit Card,Refunded,2023-08-25
PM001462,O001525,20476.94,Net Banking,Success,2023-07-15
PM001463,O001526,91936.98,UPI,Success,2023-08-12
PM001464,O001527,69806.07,COD,Success,2023-08-16
PM001465,O001528,24649.2,Net Banking,Success,2024-12-19
PM001466,O001529,47583.31,Wallet,Failed,2024-06-30
PM001467,O001531,52251.32,Wallet,Success,2024-11-08
PM001468,O001532,66003.21,Credit Card,Success,2023-08-02
PM001469,O001533,93303.12,Debit Card,Failed,2024-01-17
PM001470,O001534,5599.57,Debit Card,Success,2024-08-09
PM001471,O001535,162670.6,Credit Card,Success,2023-01-14
PM001472,O001536,101734.79,COD,Success,2024-12-23
PM001473,O001537,105373.93,Credit Card,Success,2023-07-26
PM001474,O001538,15039.76,Net Banking,Success,2024-03-01
PM001475,O001539,80761.25,Wallet,Success,2024-02-08
PM001476,O001540,60348.12,COD,Success,2023-08-02
PM001477,O001541,73879.1,Wallet,Success,2023-03-15
PM001478,O001542,31230.65,Credit Card,Success,2024-03-20
PM001479,O001543,123143.57,Credit Card,Success,2023-05-12
PM001480,O001544,22870.58,Net Banking,Failed,2024-12-02
PM001481,O001545,51873.57,Debit Card,Success,2023-11-28
PM001482,O001546,38211.58,Debit Card,Success,2024-05-07
PM001483,O001547,58414.07,Credit Card,Success,2023-09-16
PM001484,O001548,118264.01,Credit Card,Success,2023-08-07
PM001485,O001549,75435.15,Credit Card,Success,2023-02-23
PM001486,O001550,7748.9,Debit Card,Success,2023-03-29
PM001487,O001551,51873.0,Net Banking,Success,2024-02-27
PM001488,O001552,114135.43,COD,Success,2024-11-18
PM001489,O001553,1323.98,Net Banking,Success,2023-03-15
PM001490,O001554,2435.28,Credit Card,Refunded,2024-03-18
PM001491,O001555,163558.6,Credit Card,Success,2023-06-22
PM001492,O001556,112101.68,Credit Card,Success,2023-07-30
PM001493,O001557,39166.24,COD,Pending,2023-04-08
PM001494,O001558,116714.26,UPI,Success,2024-01-23
PM001495,O001560,17036.21,Wallet,Refunded,2024-03-23
PM001496,O001561,67060.22,Debit Card,Success,2024-01-15
PM001497,O001562,125121.27,Net Banking,Success,2023-08-13
PM001498,O001563,54837.9,Wallet,Success,2024-02-22
PM001499,O001564,97093.61,UPI,Refunded,2023-12-13
PM001500,O001565,85905.82,Wallet,Refunded,2023-09-10
PM001501,O001566,16173.73,Debit Card,Success,2023-08-18
PM001502,O001567,45261.09,Net Banking,Success,2024-04-30
PM001503,O001568,107954.63,Wallet,Success,2024-05-08
PM001504,O001569,30284.7,Debit Card,Success,2024-03-28
PM001505,O001570,84731.04,UPI,Pending,2023-07-30
PM001506,O001571,89061.04,Credit Card,Success,2024-12-20
PM001507,O001572,49757.08,UPI,Success,2024-08-07
PM001508,O001573,15175.04,Debit Card,Success,2023-07-19
PM001509,O001574,67571.43,Wallet,Success,2024-06-30
PM001510,O001575,10238.47,COD,Success,2024-07-11
PM001511,O001576,102073.08,COD,Success,2024-11-02
PM001512,O001577,13510.35,Net Banking,Failed,2023-07-25
PM001513,O001578,61354.95,COD,Success,2023-04-09
PM001514,O001579,53735.72,UPI,Success,2023-11-28
PM001515,O001580,73691.8,Net Banking,Success,2024-12-23
PM001516,O001581,236272.75,Wallet,Success,2023-05-16
PM001517,O001583,35000.75,Debit Card,Refunded,2024-11-04
PM001518,O001584,86734.48,Wallet,Success,2023-12-10
PM001519,O001585,85937.0,COD,Refunded,2023-06-29
PM001520,O001586,86371.61,UPI,Success,2024-06-17
PM001521,O001587,44033.83,UPI,Success,2024-11-10
PM001522,O001588,9970.38,Wallet,Success,2024-10-31
PM001523,O001589,107190.41,UPI,Success,2023-10-09
PM001524,O001590,34995.72,COD,Success,2023-03-02
PM001525,O001591,50809.73,Credit Card,Success,2023-12-26
PM001526,O001592,106130.95,Net Banking,Success,2023-06-09
PM001527,O001593,77030.91,COD,Success,2024-01-17
PM001528,O001594,141296.71,Debit Card,Success,2024-03-23
PM001529,O001595,111876.17,Wallet,Refunded,2023-03-16
PM001530,O001596,80429.0,Debit Card,Success,2024-11-02
PM001531,O001597,1623.52,Debit Card,Refunded,2023-08-17
PM001532,O001598,115473.45,Debit Card,Success,2023-04-29
PM001533,O001599,92458.59,COD,Success,2024-05-19
PM001534,O001600,125224.44,Wallet,Failed,2023-11-02
PM001535,O001601,140407.64,Debit Card,Refunded,2023-03-26
PM001536,O001602,88893.57,Debit Card,Success,2024-02-13
PM001537,O001603,10238.47,Wallet,Success,2023-07-08
PM001538,O001604,122138.68,UPI,Success,2024-12-27
PM001539,O001605,33426.68,Credit Card,Success,2024-07-30
PM001540,O001606,26258.34,Debit Card,Pending,2024-01-03
PM001541,O001607,102637.1,Net Banking,Success,2024-09-11
PM001542,O001608,19851.04,Debit Card,Success,2023-05-03
PM001543,O001609,23044.26,COD,Success,2023-02-03
PM001544,O001610,15447.88,UPI,Success,2023-02-16
PM001545,O001611,0.0,Wallet,Success,2024-01-18
PM001546,O001612,45028.86,Net Banking,Failed,2023-01-23
PM001547,O001613,56500.32,Net Banking,Success,2024-06-10
PM001548,O001614,78978.66,Wallet,Refunded,2023-05-20
PM001549,O001615,5621.04,COD,Pending,2023-05-02
PM001550,O001616,74066.3,COD,Failed,2024-03-14
PM001551,O001617,811.76,Wallet,Success,2024-02-21
PM001552,O001618,68229.9,Credit Card,Success,2024-07-14
PM001553,O001619,7544.98,UPI,Success,2024-01-23
PM001554,O001620,85806.92,Wallet,Success,2023-01-23
PM001555,O001621,42130.0,Credit Card,Success,2024-03-23
PM001556,O001622,30329.16,COD,Failed,2023-07-26
PM001557,O001623,97563.65,COD,Success,2023-06-17
PM001558,O001624,94684.51,COD,Success,2024-05-15
PM001559,O001625,92096.24,Credit Card,Success,2023-11-11
PM001560,O001626,77009.7,UPI,Success,2024-12-29
PM001561,O001627,57125.62,COD,Success,2023-05-15
PM001562,O001628,83593.97,Wallet,Success,2024-12-17
PM001563,O001629,18113.54,Credit Card,Success,2024-06-26
PM001564,O001630,106226.04,COD,Success,2024-12-16
PM001565,O001631,89859.01,Credit Card,Success,2023-01-28
PM001566,O001633,61143.6,Wallet,Success,2024-10-17
PM001567,O001634,31668.7,UPI,Success,2023-04-27
PM001568,O001635,98967.67,COD,Success,2023-02-21
PM001569,O001636,1163.76,Wallet,Success,2023-08-10
PM001570,O001637,10545.03,UPI,Success,2023-03-07
PM001571,O001638,8989.55,COD,Failed,2023-08-11
PM001572,O001639,149075.1,Wallet,Success,2024-06-12
PM001573,O001640,51841.58,Wallet,Success,2024-10-23
PM001574,O001641,83600.13,Debit Card,Success,2023-07-26
PM001575,O001642,55525.0,Wallet,Success,2024-03-08
PM001576,O001643,35945.55,Credit Card,Success,2024-02-02
PM001577,O001644,34114.55,Wallet,Success,2024-03-11
PM001578,O001645,10051.92,Debit Card,Success,2024-04-18
PM001579,O001646,107387.32,UPI,Refunded,2024-06-14
PM001580,O001647,102643.78,Wallet,Success,2023-06-20
PM001581,O001648,34118.08,COD,Success,2023-03-26
PM001582,O001649,146203.86,UPI,Success,2024-11-09
PM001583,O001650,17981.65,UPI,Success,2024-11-28
PM001584,O001651,48338.14,UPI,Success,2023-06-15
PM001585,O001652,43014.94,UPI,Success,2023-09-22
PM001586,O001653,26434.29,COD,Refunded,2023-02-08
PM001587,O001654,41037.37,Wallet,Success,2024-08-08
PM001588,O001655,184045.05,Debit Card,Pending,2024-09-06
PM001589,O001656,90928.11,Wallet,Success,2023-08-01
PM001590,O001657,73098.85,UPI,Success,2024-05-25
PM001591,O001658,48739.42,Wallet,Success,2024-05-22
PM001592,O001659,36211.25,Wallet,Failed,2023-07-25
PM001593,O001660,15200.45,UPI,Success,2024-07-20
PM001594,O001661,32953.25,Credit Card,Refunded,2023-12-10
PM001595,O001663,23431.41,COD,Failed,2024-08-08
PM001596,O001664,30419.85,Debit Card,Success,2023-03-17
PM001597,O001665,8832.15,Net Banking,Pending,2024-09-11
PM001598,O001666,7206.28,COD,Success,2024-09-12
PM001599,O001667,78148.54,Credit Card,Success,2023-04-11
PM001600,O001668,91422.24,Debit Card,Success,2024-01-02
PM001601,O001669,69976.44,Credit Card,Success,2024-03-21
PM001602,O001670,31909.35,Wallet,Success,2023-06-23
PM001603,O001671,69730.99,Wallet,Success,2023-11-22
PM001604,O001672,40953.88,COD,Success,2023-01-26
PM001605,O001673,36001.53,COD,Success,2024-02-01
PM001606,O001675,29380.32,Debit Card,Success,2024-06-19
PM001607,O001676,49269.11,Wallet,Refunded,2023-05-25
PM001608,O001677,22484.54,Wallet,Success,2024-02-16
PM001609,O001678,129842.25,Net Banking,Success,2023-02-12
PM001610,O001679,41224.08,Net Banking,Success,2024-04-25
PM001611,O001681,113718.81,Credit Card,Success,2023-03-09
PM001612,O001682,54788.95,UPI,Refunded,2024-11-01
PM001613,O001683,121764.51,Debit Card,Success,2024-04-16
PM001614,O001684,21104.73,Debit Card,Success,2024-03-16
PM001615,O001685,122792.2,COD,Success,2023-06-19
PM001616,O001686,52852.16,UPI,Success,2023-11-19
PM001617,O001687,37117.58,COD,Success,2023-12-26
PM001618,O001688,66510.89,Debit Card,Success,2024-09-02
PM001619,O001689,75038.72,Credit Card,Success,2024-02-15
PM001620,O001690,79025.2,UPI,Success,2023-08-17
PM001621,O001691,39484.12,Debit Card,Success,2023-03-24
PM001622,O001692,97922.69,Net Banking,Pending,2023-05-19
PM001623,O001693,30559.68,COD,Success,2023-06-20
PM001624,O001694,64194.62,UPI,Pending,2024-08-26
PM001625,O001695,23295.92,Wallet,Pending,2023-12-10
PM001626,O001696,14757.0,Net Banking,Success,2023-08-09
PM001627,O001697,112079.91,Wallet,Success,2024-11-04
PM001628,O001698,35142.09,UPI,Success,2024-01-23
PM001629,O001699,88476.54,Net Banking,Success,2023-10-20
PM001630,O001700,83576.42,Credit Card,Success,2023-02-09
PM001631,O001701,61790.33,Net Banking,Success,2023-12-14
PM001632,O001702,90087.6,UPI,Success,2024-05-30
PM001633,O001703,31441.2,Debit Card,Failed,2024-03-29
PM001634,O001704,43246.64,UPI,Success,2024-04-07
PM001635,O001705,28983.92,Debit Card,Success,2023-11-22
PM001636,O001706,73513.46,Credit Card,Success,2023-09-07
PM001637,O001707,54413.35,Wallet,Success,2023-09-01
PM001638,O001708,15242.13,Wallet,Success,2024-12-29
PM001639,O001709,88081.71,Debit Card,Success,2024-11-11
PM001640,O001710,39850.81,Wallet,Success,2023-06-23
PM001641,O001711,83667.2,Net Banking,Success,2024-05-05
PM001642,O001712,43525.74,Net Banking,Success,2023-04-13
PM001643,O001713,4527.84,Net Banking,Success,2024-06-29
PM001644,O001714,12183.66,Net Banking,Success,2023-03-24
PM001645,O001715,27686.4,COD,Refunded,2024-03-14
PM001646,O001716,41704.0,Debit Card,Success,2023-05-25
PM001647,O001717,188703.68,Wallet,Success,2024-03-27
PM001648,O001718,35310.48,Credit Card,Success,2023-08-11
PM001649,O001719,58777.48,Wallet,Success,2023-06-30
PM001650,O001720,53950.3,COD,Success,2024-12-01
PM001651,O001721,94680.88,Net Banking,Success,2023-09-26
PM001652,O001722,110427.73,COD,Success,2023-08-25
PM001653,O001724,45358.35,UPI,Pending,2024-07-10
PM001654,O001725,155715.38,Debit Card,Success,2024-10-29
PM001655,O001726,98785.93,Debit Card,Success,2023-11-20
PM001656,O001727,26854.61,UPI,Success,2023-08-05
PM001657,O001728,93693.77,Net Banking,Failed,2023-12-27
PM001658,O001729,15211.64,Wallet,Success,2024-06-22
PM001659,O001730,36039.94,Wallet,Success,2024-05-20
PM001660,O001731,721.52,Credit Card,Success,2023-09-05
PM001661,O001732,101374.4,Credit Card,Success,2023-02-27
PM001662,O001733,50849.12,Debit Card,Success,2023-06-06
PM001663,O001734,95293.05,UPI,Success,2023-04-19
PM001664,O001735,62664.26,COD,Failed,2024-12-24
PM001665,O001736,133599.15,Wallet,Success,2023-08-11
PM001666,O001737,62378.0,COD,Success,2024-10-06
PM001667,O001738,26426.08,UPI,Success,2023-12-03
PM001668,O001739,11800.2,Wallet,Success,2024-04-26
PM001669,O001740,91760.75,UPI,Success,2024-12-24
PM001670,O001741,42209.16,Net Banking,Success,2023-07-09
PM001671,O001742,47494.74,Credit Card,Success,2023-10-31
PM001672,O001743,17957.55,Debit Card,Refunded,2024-01-12
PM001673,O001744,68559.83,UPI,Success,2023-12-11
PM001674,O001745,15279.84,Credit Card,Success,2023-05-18
PM001675,O001746,50632.4,Debit Card,Success,2024-11-14
PM001676,O001747,52637.68,Wallet,Refunded,2024-12-29
PM001677,O001748,18672.85,Wallet,Success,2023-04-06
PM001678,O001749,21167.94,UPI,Failed,2023-05-10
PM001679,O001750,143649.82,COD,Success,2024-11-21
PM001680,O001751,8043.72,COD,Success,2023-10-19
PM001681,O001752,80326.17,Wallet,Success,2024-08-14
PM001682,O001753,38876.86,Net Banking,Success,2024-03-08
PM001683,O001754,132500.31,Debit Card,Success,2023-10-08
PM001684,O001755,31241.88,Net Banking,Failed,2024-09-17
PM001685,O001756,141261.7,COD,Success,2023-09-25
PM001686,O001757,96219.56,Credit Card,Success,2023-11-30
PM001687,O001758,44438.61,Net Banking,Success,2024-03-21
PM001688,O001759,102372.97,Debit Card,Success,2024-12-25
PM001689,O001760,7293.4,Wallet,Success,2024-12-20
PM001690,O001761,13746.09,COD,Success,2023-09-04
PM001691,O001762,18202.16,Credit Card,Success,2023-09-13
PM001692,O001763,10238.47,Wallet,Success,2023-12-26
PM001693,O001764,45198.84,Net Banking,Success,2024-03-25
PM001694,O001765,70524.42,COD,Success,2024-12-26
PM001695,O001766,49644.76,Credit Card,Success,2023-09-17
PM001696,O001767,68165.05,Credit Card,Success,2023-04-01
PM001697,O001768,118085.09,Wallet,Success,2023-06-27
PM001698,O001769,48294.56,COD,Success,2024-01-19
PM001699,O001770,41595.38,Debit Card,Failed,2024-05-02
PM001700,O001771,101985.58,Credit Card,Success,2024-03-31
PM001701,O001772,48929.02,Wallet,Success,2023-02-04
PM001702,O001773,65675.71,COD,Success,2023-07-04
PM001703,O001774,90653.94,Wallet,Success,2023-03-03
PM001704,O001775,100592.45,UPI,Success,2023-03-24
PM001705,O001776,100765.25,UPI,Failed,2024-02-23
PM001706,O001777,41381.9,Debit Card,Success,2024-06-23
PM001707,O001778,74416.38,UPI,Success,2023-01-18
PM001708,O001779,15497.8,Debit Card,Success,2023-11-11
PM001709,O001780,25692.09,Debit Card,Success,2023-12-14
PM001710,O001781,60931.1,Credit Card,Success,2023-04-16
PM001711,O001782,12270.99,Net Banking,Success,2024-11-29
PM001712,O001783,99585.61,UPI,Success,2023-03-20
PM001713,O001784,129569.5,Wallet,Pending,2024-07-04
PM001714,O001785,27165.5,UPI,Success,2024-01-20
PM001715,O001786,20575.7,COD,Success,2023-04-04
PM001716,O001787,93594.55,Wallet,Success,2024-01-30
PM001717,O001788,104746.14,Wallet,Success,2023-02-23
PM001718,O001789,124127.24,Credit Card,Success,2023-03-06
PM001719,O001790,124914.71,Credit Card,Success,2024-02-22
PM001720,O001791,48432.51,Debit Card,Success,2024-09-03
PM001721,O001792,53176.9,COD,Success,2024-12-12
PM001722,O001793,84597.27,Net Banking,Success,2024-11-11
PM001723,O001794,9595.0,Wallet,Success,2024-09-25
PM001724,O001795,9893.18,Net Banking,Success,2024-10-10
PM001725,O001796,82913.81,Net Banking,Refunded,2023-02-17
PM001726,O001797,90429.34,Debit Card,Success,2023-02-15
PM001727,O001798,34920.92,Credit Card,Refunded,2023-01-30
PM001728,O001799,111953.52,Debit Card,Success,2024-08-16
PM001729,O001800,71048.47,COD,Success,2024-05-18
PM001730,O001801,55272.03,Debit Card,Success,2023-05-22
PM001731,O001802,26068.83,Debit Card,Success,2024-11-12
PM001732,O001803,2930.49,Net Banking,Pending,2024-08-23
PM001733,O001804,65812.89,Wallet,Success,2023-02-18
PM001734,O001805,101661.06,COD,Success,2023-02-27
PM001735,O001806,16074.76,Debit Card,Success,2024-01-25
PM001736,O001807,86925.91,COD,Pending,2023-09-09
PM001737,O001808,57368.55,Wallet,Success,2023-01-19
PM001738,O001809,133050.66,Wallet,Success,2023-07-25
PM001739,O001810,28128.88,Net Banking,Success,2024-12-03
PM001740,O001811,131898.35,Debit Card,Success,2024-05-19
PM001741,O001812,51489.98,Credit Card,Success,2023-09-01
PM001742,O001813,36222.44,Debit Card,Success,2023-12-02
PM001743,O001814,79190.93,Net Banking,Success,2024-09-06
PM001744,O001815,109491.62,Net Banking,Success,2023-07-21
PM001745,O001816,67159.3,COD,Success,2023-12-01
PM001746,O001817,56915.06,Net Banking,Success,2024-02-17
PM001747,O001818,131880.67,Debit Card,Success,2023-06-06
PM001748,O001819,3247.04,Credit Card,Success,2024-10-26
PM001749,O001820,85619.65,UPI,Pending,2024-07-16
PM001750,O001821,16946.6,Wallet,Success,2024-05-07
PM001751,O001822,78918.47,Credit Card,Success,2024-01-19
PM001752,O001823,33696.24,Debit Card,Success,2024-09-26
PM001753,O001824,92729.88,Debit Card,Pending,2024-03-20
PM001754,O001825,11779.38,Wallet,Success,2024-03-18
PM001755,O001826,59270.2,Credit Card,Success,2024-05-13
PM001756,O001827,108319.35,UPI,Success,2024-10-20
PM001757,O001828,133491.65,Wallet,Success,2024-05-27
PM001758,O001829,50674.63,COD,Success,2024-07-03
PM001759,O001830,12167.94,COD,Success,2023-02-15
PM001760,O001831,138172.96,UPI,Success,2023-08-07
PM001761,O001832,6240.24,UPI,Success,2024-12-11
PM001762,O001833,28158.22,COD,Success,2024-01-17
PM001763,O001834,218913.26,Credit Card,Success,2024-11-25
PM001764,O001835,74625.7,Credit Card,Success,2023-04-11
PM001765,O001836,128144.08,UPI,Success,2023-07-22
PM001766,O001837,13557.28,UPI,Success,2023-07-18
PM001767,O001838,36787.45,Credit Card,Success,2023-06-18
PM001768,O001839,4550.54,COD,Success,2024-06-16
PM001769,O001840,55576.66,UPI,Success,2023-08-22
PM001770,O001841,38530.04,Wallet,Success,2024-03-01
PM001771,O001842,28133.3,Wallet,Success,2023-04-17
PM001772,O001843,84041.71,Debit Card,Success,2024-01-22
PM001773,O001844,58624.66,Credit Card,Success,2023-11-23
PM001774,O001845,92003.27,UPI,Success,2024-12-05
PM001775,O001846,42060.4,Debit Card,Success,2023-08-10
PM001776,O001847,92654.06,Net Banking,Success,2023-09-25
PM001777,O001848,40570.59,UPI,Success,2024-06-04
PM001778,O001849,59593.79,UPI,Success,2023-08-31
PM001779,O001850,48938.58,Net Banking,Success,2024-07-28
PM001780,O001851,148448.67,Debit Card,Success,2023-09-20
PM001781,O001852,24732.95,Wallet,Success,2024-12-27
PM001782,O001853,34256.12,Credit Card,Success,2023-05-07
PM001783,O001854,124140.92,Credit Card,Success,2024-08-16
PM001784,O001855,64841.25,UPI,Success,2023-01-04
PM001785,O001856,63537.77,Net Banking,Success,2024-06-10
PM001786,O001857,32710.68,Credit Card,Refunded,2024-11-29
PM001787,O001858,47105.72,Debit Card,Success,2023-12-20
PM001788,O001859,95888.18,Debit Card,Refunded,2024-06-09
PM001789,O001860,27888.92,UPI,Success,2023-01-28
PM001790,O001861,72275.4,Debit Card,Failed,2024-07-07
PM001791,O001862,51836.12,COD,Success,2024-04-13
PM001792,O001863,42776.52,Net Banking,Success,2023-11-29
PM001793,O001864,44972.86,Credit Card,Success,2024-04-07
PM001794,O001865,80249.78,UPI,Success,2024-03-25
PM001795,O001866,13181.63,Net Banking,Success,2024-01-04
PM001796,O001867,84799.94,Debit Card,Success,2024-04-29
PM001797,O001868,16946.6,Net Banking,Success,2023-10-31
PM001798,O001869,57390.52,UPI,Success,2024-01-25
PM001799,O001870,81627.95,Credit Card,Success,2024-09-03
PM001800,O001871,83094.44,COD,Success,2024-03-27
PM001801,O001872,22660.34,COD,Success,2023-07-08
PM001802,O001873,38981.94,Debit Card,Success,2023-05-14
PM001803,O001874,93689.84,Net Banking,Success,2023-08-09
PM001804,O001875,52130.0,Wallet,Success,2023-12-16
PM001805,O001876,79988.72,Debit Card,Failed,2023-02-19
PM001806,O001877,23429.06,COD,Pending,2023-06-20
PM001807,O001878,94572.23,Credit Card,Success,2023-11-06
PM001808,O001880,78965.84,Credit Card,Success,2024-05-23
PM001809,O001881,8945.91,UPI,Success,2024-08-14
PM001810,O001882,25451.68,Credit Card,Success,2024-12-19
PM001811,O001883,85951.55,Wallet,Success,2024-01-05
PM001812,O001884,85982.37,COD,Success,2023-04-11
PM001813,O001885,100240.8,COD,Success,2023-07-13
PM001814,O001886,57633.05,UPI,Success,2024-04-01
PM001815,O001888,28862.12,Net Banking,Success,2024-07-16
PM001816,O001889,84015.54,UPI,Success,2024-05-03
PM001817,O001890,144824.67,Debit Card,Success,2023-06-18
PM001818,O001891,9120.27,Net Banking,Success,2023-05-14
PM001819,O001893,57606.4,UPI,Success,2024-05-22
PM001820,O001894,42729.8,Credit Card,Pending,2024-08-08
PM001821,O001895,58372.8,UPI,Success,2024-09-07
PM001822,O001896,35142.09,Credit Card,Failed,2024-08-31
PM001823,O001897,2886.08,Credit Card,Success,2023-03-02
PM001824,O001898,27183.59,COD,Success,2024-02-10
PM001825,O001899,72277.9,Net Banking,Refunded,2023-08-11
PM001826,O001900,58638.54,COD,Success,2024-05-03
PM001827,O001901,18845.24,Debit Card,Success,2024-02-17
PM001828,O001902,20375.02,Wallet,Failed,2024-02-21
PM001829,O001903,27352.71,Wallet,Success,2023-06-30
PM001830,O001904,62450.91,Net Banking,Success,2023-08-25
PM001831,O001905,21270.76,COD,Success,2023-12-09
PM001832,O001906,11502.37,UPI,Success,2023-08-27
PM001833,O001907,88702.02,COD,Success,2023-09-17
PM001834,O001908,3163.6,Debit Card,Success,2024-05-14
PM001835,O001909,16617.3,Wallet,Success,2024-10-11
PM001836,O001910,66082.9,COD,Success,2024-01-17
PM001837,O001911,56125.05,UPI,Success,2023-09-13
PM001838,O001912,82051.19,UPI,Success,2024-09-23
PM001839,O001913,29387.64,Credit Card,Success,2023-10-12
PM001840,O001914,77342.89,Credit Card,Refunded,2023-01-01
PM001841,O001915,79704.87,Debit Card,Failed,2023-03-21
PM001842,O001916,21803.65,Debit Card,Success,2023-04-09
PM001843,O001917,13844.85,Net Banking,Success,2024-02-05
PM001844,O001918,5431.46,Wallet,Success,2023-12-27
PM001845,O001919,29039.25,Credit Card,Pending,2023-12-09
PM001846,O001920,59054.49,Debit Card,Refunded,2023-01-02
PM001847,O001921,129107.04,Debit Card,Success,2024-12-30
PM001848,O001922,94655.37,COD,Failed,2023-09-24
PM001849,O001923,17408.2,Credit Card,Success,2024-11-15
PM001850,O001924,41614.06,Debit Card,Success,2023-01-17
PM001851,O001925,96292.99,Wallet,Success,2024-11-24
PM001852,O001926,9236.97,UPI,Success,2023-02-28
PM001853,O001927,76410.48,Credit Card,Success,2024-08-27
PM001854,O001928,58305.67,COD,Success,2024-05-04
PM001855,O001929,157596.59,Credit Card,Success,2023-11-11
PM001856,O001930,95409.95,Wallet,Success,2023-06-06
PM001857,O001931,27710.91,Debit Card,Failed,2023-02-09
PM001858,O001932,60262.37,Credit Card,Success,2023-02-14
PM001859,O001933,7293.4,Wallet,Success,2024-02-17
PM001860,O001934,40661.0,UPI,Refunded,2024-05-14
PM001861,O001935,69927.11,UPI,Success,2024-03-02
PM001862,O001936,35310.48,Wallet,Success,2024-02-07
PM001863,O001937,16863.12,Wallet,Success,2023-04-23
PM001864,O001938,39052.35,UPI,Success,2023-09-12
PM001865,O001939,83571.63,Debit Card,Pending,2023-05-08
PM001866,O001940,28682.43,Net Banking,Refunded,2024-05-12
PM001867,O001941,27031.96,Wallet,Success,2023-07-22
PM001868,O001942,50133.74,UPI,Refunded,2023-04-29
PM001869,O001943,7192.66,Wallet,Failed,2024-04-09
PM001870,O001944,82511.59,Debit Card,Success,2024-02-04
PM001871,O001945,72686.79,COD,Success,2024-06-21
PM001872,O001946,110213.28,Net Banking,Refunded,2024-10-07
PM001873,O001947,45800.26,Net Banking,Success,2023-02-07
PM001874,O001948,18508.94,Credit Card,Success,2023-10-25
PM001875,O001949,59909.46,Debit Card,Success,2024-04-11
PM001876,O001950,60662.56,Debit Card,Success,2023-02-07
PM001877,O001951,74161.86,Credit Card,Success,2024-03-09
PM001878,O001953,81889.9,Wallet,Success,2023-11-07
PM001879,O001954,146564.61,COD,Success,2024-11-08
PM001880,O001955,75688.79,Net Banking,Success,2024-03-26
PM001881,O001956,111611.88,Net Banking,Success,2024-08-24
PM001882,O001957,17694.85,Debit Card,Success,2023-08-25
PM001883,O001958,13469.5,Credit Card,Success,2024-08-20
PM001884,O001959,516.23,Wallet,Success,2024-11-14
PM001885,O001960,10426.0,COD,Failed,2023-07-17
PM001886,O001961,95598.63,COD,Success,2023-02-18
PM001887,O001962,2422.48,Wallet,Success,2023-08-12
PM001888,O001963,84276.28,Debit Card,Success,2024-10-05
PM001889,O001964,38939.39,Debit Card,Success,2023-01-22
PM001890,O001965,11075.88,COD,Pending,2023-04-30
PM001891,O001966,58570.15,Wallet,Success,2023-09-07
PM001892,O001968,43979.81,Credit Card,Success,2023-09-04
PM001893,O001969,82590.05,Debit Card,Success,2023-09-22
PM001894,O001970,48976.51,Debit Card,Success,2024-12-25
PM001895,O001971,11074.56,Wallet,Success,2024-05-05
PM001896,O001972,75548.28,Wallet,Success,2023-09-30
PM001897,O001973,109127.88,UPI,Success,2024-11-04
PM001898,O001974,132753.01,COD,Success,2023-05-30
PM001899,O001975,13433.93,UPI,Pending,2023-04-16
PM001900,O001976,51345.52,Credit Card,Success,2024-02-12
PM001901,O001977,22538.96,Wallet,Success,2023-08-17
PM001902,O001978,21004.16,Debit Card,Failed,2023-12-28
PM001903,O001979,63368.4,Wallet,Success,2023-10-30
PM001904,O001980,10788.99,Credit Card,Success,2023-03-09
PM001905,O001981,25009.71,Net Banking,Success,2024-06-09
PM001906,O001982,34114.55,Wallet,Success,2023-01-11
PM001907,O001983,171757.34,COD,Success,2023-07-14
PM001908,O001984,76537.15,COD,Pending,2024-12-27
PM001909,O001985,57176.45,COD,Success,2023-03-07
PM001910,O001986,52866.32,COD,Refunded,2023-12-06
PM001911,O001987,74206.08,UPI,Success,2024-02-27
